"lat","long","year","bloom_date","bloom_doy","cat_bloom_doy","location","month","season","tmax_avg","tmax_max","tmin_avg","tmin_min","gdd_avg","prcp_avg"
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",0,"Winter",6.30967741935484,14.3,1.84193548387097,-3.2,4.0758064516129,24.8064516129032
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",1,"Winter",3.30967741935484,10.1,-2.41290322580645,-16.6,0.448387096774194,22.6774193548387
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",2,"Winter",6.85172413793103,15.6,0.0965517241379311,-9.2,3.47413793103448,20.551724137931
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",3,"Spring",12.0032258064516,20.7,3.42903225806452,-0.1,7.71612903225806,17.3548387096774
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",4,"Spring",15.5533333333333,23.4,4.39666666666667,-1.4,9.975,12.1333333333333
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",5,"Spring",21.4354838709677,28.4,9,0.2,15.2177419354839,22.1935483870968
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",6,"Summer",24.1666666666667,31,13.05,5,18.6083333333333,22.9333333333333
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",7,"Summer",21.9387096774194,28.3,12.1096774193548,6,17.0241935483871,32.8387096774194
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",8,"Summer",23.358064516129,31.5,13.8741935483871,9.4,18.6161290322581,53.1612903225806
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",9,"Fall",18.51,26.2,9.90333333333333,5.6,14.2066666666667,45.7333333333333
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",10,"Fall",14.1709677419355,21.6,7.08709677419355,0.2,10.6290322580645,28.741935483871
47.4814,7.730519,1960,"1960-04-03",94,"4","liestal",11,"Fall",10.95,19.2,4.58,-1,7.765,24.1
47.4814,7.730519,1961,"1961-03-20",79,"0","liestal",0,"Winter",4.06129032258065,15.3,-0.361290322580645,-5,1.85,15.5483870967742
47.4814,7.730519,1961,"1961-03-20",79,"0","liestal",1,"Winter",3.44516129032258,13.5,-0.793548387096774,-4.2,1.3258064516129,23.0645161290323
47.4814,7.730519,1961,"1961-03-20",79,"0","liestal",2,"Winter",11.1785714285714,19.2,2.63928571428571,-0.9,6.90892857142857,19.2142857142857
47.4814,7.730519,1961,"1961-03-20",79,"0","liestal",3,"Spring",14.9645161290323,21.6,1.86774193548387,-5,8.41612903225806,14.5483870967742
47.4814,7.730519,1961,"1961-03-20",79,"0","liestal",4,"Spring",18.07,25.3,8.54666666666667,4.8,13.3083333333333,32.5
47.4814,7.730519,1961,"1961-03-20",79,"0","liestal",5,"Spring",17.8645161290323,27.1,8.38709677419355,3.5,13.1258064516129,23.4193548387097
47.4814,7.730519,1961,"1961-03-20",79,"0","liestal",6,"Summer",23.5666666666667,32.2,12.81,8.5,18.1883333333333,27.3666666666667
47.4814,7.730519,1961,"1961-03-20",79,"0","liestal",7,"Summer",24.3612903225806,33.6,12.1096774193548,7.5,18.2354838709677,37.6451612903226
