lat,long,year,bloom_date,bloom_doy,cat_bloom_doy,cat_bloom_doy_1_year,cat_bloom_doy_2_years,location,month,season,tmax_avg,tmax_max,tmin_avg,tmin_min,gdd_avg,prcp_avg
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,0,Winter,10.91612903,18.3,0.4322580645,-8.9,5.674193548,28.70967742
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,1,Winter,7.590322581,15,-0.7322580645,-8.3,3.429032258,24
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,2,Winter,8.034482759,19.4,-0.7448275862,-7.8,3.644827586,32.24137931
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,3,Spring,6.925806452,27.2,-3.248387097,-12.2,1.838709677,15.73225806
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,4,Spring,23.94666667,34.4,8.816666667,-0.6,16.38166667,27.86666667
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,5,Spring,23.76774194,31.1,11.33870968,3.3,17.55322581,39.80645161
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,6,Summer,29.22333333,31.7,16.73333333,10,22.97833333,19.56666667
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,7,Summer,30.57419355,35,18.42258065,13.9,24.4983871,41.77419355
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,8,Summer,31.36129032,35,19.72903226,12.8,25.54516129,49.25806452
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,9,Fall,27.07,32.8,15.66333333,8.3,21.36666667,48.76666667
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,10,Fall,20.10967742,27.8,8.583870968,-1.1,14.34677419,18.29032258
38.8853496,-77.0386278,1960,1960-04-14,105,7,,,washingtondc,11,Fall,16.15333333,22.2,3.166666667,-4.4,9.66,8.933333333
