"lat","long","year","bloom_date","bloom_doy","cat_bloom_doy","location","month","season","tmax_avg","tmax_max","tmin_avg","tmin_min","gdd_avg","prcp_avg"
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",0,"Winter",10.9161290322581,18.3,0.432258064516129,-8.9,5.6741935483871,28.7096774193548
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",1,"Winter",7.59032258064516,15,-0.732258064516129,-8.3,3.42903225806452,24
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",2,"Winter",8.03448275862069,19.4,-0.744827586206896,-7.8,3.6448275862069,32.2413793103448
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",3,"Spring",6.9258064516129,27.2,-3.24838709677419,-12.2,1.83870967741935,15.7322580645161
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",4,"Spring",23.9466666666667,34.4,8.81666666666667,-0.6,16.3816666666667,27.8666666666667
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",5,"Spring",23.7677419354839,31.1,11.3387096774194,3.3,17.5532258064516,39.8064516129032
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",6,"Summer",29.2233333333333,31.7,16.7333333333333,10,22.9783333333333,19.5666666666667
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",7,"Summer",30.5741935483871,35,18.4225806451613,13.9,24.4983870967742,41.7741935483871
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",8,"Summer",31.3612903225806,35,19.7290322580645,12.8,25.5451612903226,49.258064516129
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",9,"Fall",27.07,32.8,15.6633333333333,8.3,21.3666666666667,48.7666666666667
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",10,"Fall",20.1096774193548,27.8,8.58387096774194,-1.1,14.3467741935484,18.2903225806452
38.8853496,-77.0386278,1960,"1960-04-14",105,"7","washingtondc",11,"Fall",16.1533333333333,22.2,3.16666666666667,-4.4,9.66,8.93333333333333
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",0,"Winter",5.8741935483871,20,-6.40322580645161,-15,-0.264516129032258,11.3451612903226
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",1,"Winter",3.89677419354839,12.2,-6.50322580645161,-17.8,-1.30322580645161,20.0645161578731
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",2,"Winter",9.15714285714286,21.7,-1.21071428571429,-18.3,3.97321428571429,28.1741071428571
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",3,"Spring",14.9225806451613,26.7,2.54838709677419,-6.1,8.73548387096774,32.4838709677419
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",4,"Spring",17.0366666666667,31.1,5.02333333333333,-0.6,11.03,36.2333333333333
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",5,"Spring",23.0709677419355,30.6,10.8032258064516,4.4,16.9370967741935,21.9677419354839
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",6,"Summer",29.4866666666667,33.3,16.51,9.4,22.9983333333333,33.8666666666667
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",7,"Summer",30.8709677419355,35.6,19.4838709677419,12.8,25.1774193548387,44.4838709677419
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",8,"Summer",30.4096774193548,33.9,19.6,13.3,25.0048387096774,61.7096774193548
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",9,"Fall",29.97,34.4,18.0166666666667,5.6,23.9933333333333,4.63333333333333
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",10,"Fall",22.1612903225806,27.8,8.9258064516129,0.6,15.5435483870968,24.0322580645161
38.8853496,-77.0386278,1961,"1961-04-02",92,"4","washingtondc",11,"Fall",14.9733333333333,27.2,6.12,-2.8,10.5466666666667,16.7666666666667
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",0,"Winter",7.15161290322581,15.6,-1.45806451612903,-8.9,2.84677419354839,19.3774193548387
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",1,"Winter",6.91290322580645,16.7,-2.93225806451613,-13.9,1.99032258064516,12.041935483871
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",2,"Winter",6.41785714285714,20,-2.74285714285714,-14.4,1.8375,34.9642857142857
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",3,"Spring",12.4709677419355,26.7,1.13870967741935,-12.8,6.80483870967742,39.0967741935484
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",4,"Spring",20.0066666666667,31.7,7.85,-2.2,13.9283333333333,29.8333333333333
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",5,"Spring",27.4387096774194,35.6,13.941935483871,3.3,20.6903225806452,35.1612903225807
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",6,"Summer",29.06,33.9,17.7066666666667,13.9,23.3833333333333,28.9666666666667
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",7,"Summer",30.0548387096774,34.4,18.3354838709677,13.3,24.1951612903226,12.9032258064516
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",8,"Summer",31.5806451612903,37.2,18.5096774193548,13.3,25.0451612903226,5.32258064516129
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",9,"Fall",25.71,36.7,13.7233333333333,4.4,19.7166666666667,26.1666666666667
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",10,"Fall",21.7806451612903,31.7,9.58709677419355,0.6,15.6838709677419,17.3870967741936
38.8853496,-77.0386278,1962,"1962-04-07",97,"5","washingtondc",11,"Fall",12.0366666666667,18.9,2.16666666666667,-2.2,7.10166666666667,41.3
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",0,"Winter",5.36451612903226,18.9,-4.49032258064516,-13.9,0.437096774193549,27.9354838709677
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",1,"Winter",5.66129032258065,15.6,-4.64838709677419,-16.7,0.506451612903226,11.741935483871
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",2,"Winter",5.86785714285714,13.3,-5.87857142857143,-13.9,-0.00535714285714277,21.6428571428571
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",3,"Spring",16.4838709677419,29.4,2.8741935483871,-2.2,9.67903225806452,47.6451612903226
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",4,"Spring",21.14,31.7,6.66,1.1,13.9,11.2666666666667
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",5,"Spring",25.458064516129,35.6,11.6903225806452,3.9,18.5741935483871,10.4516129032258
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",6,"Summer",29.6866666666667,35,16.69,10.6,23.1883333333333,66.5666666666667
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",7,"Summer",31.9741935483871,36.7,19.1612903225806,12.2,25.5677419354839,7.80645161290323
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",8,"Summer",30.5387096774194,35,17.8,10.6,24.1693548387097,68.4193548387097
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",9,"Fall",25.58,32.8,13.02,2.2,19.3,32.1
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",10,"Fall",24.6,29.4,8.41290322580645,3.3,16.5064516129032,0
38.8853496,-77.0386278,1963,"1963-04-03",93,"4","washingtondc",11,"Fall",15.5266666666667,23.9,5.46,-2.8,10.4933333333333,69.1666666666667
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",0,"Winter",4.26774193548387,12.2,-4.6741935483871,-13.9,-0.203225806451613,18.5483870967742
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",1,"Winter",8.64838709677419,17.8,-3.16774193548387,-15,2.74032258064516,37.5161290322581
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",2,"Winter",7.62068965517241,16.7,-2.36206896551724,-7.2,2.62931034482759,32.8793103448276
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",3,"Spring",15.341935483871,26.1,2.60322580645161,-5,8.97258064516129,21
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",4,"Spring",18.46,31.1,6.03333333333333,-3.3,12.2466666666667,40.3333333333333
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",5,"Spring",26.7258064516129,33.3,12.8483870967742,5.6,19.7870967741935,9.58064516129032
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",6,"Summer",30.8733333333333,36.7,17.2233333333333,8.3,24.0483333333333,13.8
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",7,"Summer",31.9064516129032,36.7,19.7322580645161,13.9,25.8193548387097,14.9032258064516
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",8,"Summer",30.0903225806452,34.4,17.6806451612903,9.4,23.8854838709677,15.0967741935484
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",9,"Fall",27.6066666666667,35,14.16,5.6,20.8833333333333,35.9666666666667
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",10,"Fall",19.4096774193548,25.6,5.7,-2.2,12.5548387096774,14.0967741935484
38.8853496,-77.0386278,1964,"1964-04-11",102,"6","washingtondc",11,"Fall",17.4666666666667,24.4,3.87333333333333,-7.8,10.67,17.7
